Badan Usaha,Pekerjaan,Kategori,Lokasi,Tahun,Hasil FAT,Hasil SAT,Mempunyai TTP,Mutu barang sesuai,Mengacu standar,Ketepatan waktu barang,Jumlah barang tanpa defect,After sales service,Product support,Punya COO dan COM,Kelengkapan requirements,Memenuhi persyaratan administrasi pengiriman barang,"Kerapihan packing, mobilisasi, dan demobilisasi",Kemampuan keuangan dalam pembiayaan proyek,Banyaknya claim,POST AUDIT,Ketaatan peraturan,Kemampuan dan Keaktifan PM,Organisasi proyek,Kemampuan problem solving,Overall Schedule project dan S-Curve,Kemampuan berkoordinasi,Kemampuan kerja sama,Hubungan kerja internal KSO,Penyelesaian Approval Drawing,Kelengkapan metode kerja IK SOP,Tersedia peralatan kerja sesuai,Kemampuan SDM terhadap resiko,Mempunya regu pelaksana kompeten,Mempunyai regu testing dan komisioning kompeten,Ketaatan standar konstruksi,Hasil Site Test dan Komisioning,Pekerjaan sipil/elektromekanik/steel struktur,Keamanan dan Kebersihan,Kelengkapan peralatan dan regu K3,Kemampuan mobilisasi dan demobilisasi,Ketepatan waktu kerja,Ketepatan disburse,Administrasi,Polis asuransi,Kelengkapan dokumen environment,Penyelesaian As Built Drawing final,Penyampaian dokumen,Pelayanan penyelesaian Pending Matters,Product dan sparepart support berkelanjutan
PT Sinar Persada,Pemborongan Pengelolaan Pelanggan TM/TR /0054.PJ,Erect Only,UP3 YOGYAKARTA,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,8,10,8,6,,7,7,7,7,8,10,8,8,8,8,,10,8,8,8,8,8,,0,0,0,0,0
PT Daffa Jaya Utama,Pemborongan Pengelolaan Pelanggan TM/TR /0053.PJ,Erect Only,UP3 YOGYAKARTA,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,6,10,7,10,,6,7,7,10,10,10,7,8,8,8,,10,10,8,4,6,8,,0,0,0,0,0
PT Sinar Persada,Pemborongan Pengelolaan Pelanggan TM/TR /0054.PJ,Erect Only,UP3 YOGYAKARTA,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,8,10,7,6,,6,10,7,10,8,10,8,8,6,8,,8,8,8,8,8,6,,0,0,0,0,0
PT Sinar Persada,Pemborongan Pengelolaan Pelanggan TM/TR /0054.PJ,Erect Only,UP3 YOGYAKARTA,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,8,8,10,7,6,,6,10,7,10,8,10,8,8,6,8,,8,8,8,8,8,6,,0,0,0,0,0
PT Surya Sudeco,Jasa Sewa Kendaraan Roda-4 Disel Operasional PDKB / 0006.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,8,8,7,8,6,,7,7,7,7,7,10,6,6,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT CSM Corporatama,Jasa Sewa 50 Unit Kendaraan Roda-4 Granmax Pickup 1.495 cc / 0008.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,6,7,7,8,6,,7,7,7,7,7,4,6,6,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT Surya Darma Perkasa,Jasa Sewa 50 Unit Kendaraan Roda-4 Granmax Pickup 1.495 cc / 0008.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,6,7,7,8,6,,5,7,7,7,7,10,6,6,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT Graha Artha,Jasa Sewa 31 Unit Kendaraan Roda-2 Trail 149.15 cc / 0010.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,8,8,7,8,6,,7,7,7,7,7,4,6,6,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT Graha Sarana Duta,Jasa Sewa 88 Unit Kendaraan Roda-4 Low MPV 1.499 cc / 0011.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,6,7,7,8,6,,5,7,7,7,7,4,4,4,6,6,,6,4,7,8,6,6,,0,0,0,0,0
PT CSM Corporatana,Jasa Sewa Unit Kendaraan Roda-4 Low SUV (Terios) 1.496 cc / 0012.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,6,7,7,8,6,,7,7,7,7,7,4,6,6,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT Surya Darma Perkasa,Jasa Sewa 14 Unit Kendaraan Roda-4 Low SUV (Terios) 1.496 cc / 0012.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,6,7,7,8,6,,5,7,7,7,7,10,6,6,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT Takari Kokoh Sejahtera,Jasa Sewa 29 Unit Kendaraan Roda-2 bebek Th 2020 / 0013.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,6,7,7,8,6,,5,7,7,7,7,4,4,4,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT Surya Sudeco,Jasa Sewa 79 Unit Kendaraan Roda-4 Minibus 1.495 cc / 0052.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,8,8,7,8,6,,7,7,7,7,7,10,6,6,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT Graha Artha,Jasa Sewa 30 Unit Kendaraan Roda-4 Pickup 1.495 cc / 0054.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,8,8,7,8,6,,7,7,7,7,7,4,6,6,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT Surya Sudeco,Jasa Sewa 21 Unit Kendaraan Roda-4 MPV 2.393 cc / 0086.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,8,8,7,8,6,,7,7,7,7,7,10,6,6,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT Graha Artha,Jasa Sewa 230 Unit Kendaraan Roda-2 Th 2021 / 0193.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,8,8,7,8,6,,7,7,7,7,7,4,6,6,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT Surya Sudeco,Jasa Sewa 36 Unit Kendaraan Roda-4 1.496 cc th 2021 / 0204.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,8,8,7,8,6,,7,7,7,7,7,10,6,6,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT Graha Artha,Jasa Sewa 18 Unit Kendaraan Roda-4 Pickup 1.495 cc Th 2022 / 0334.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,8,8,7,8,6,,7,7,7,7,7,4,6,6,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT Graha Artha,Jasa Sewa 23 Unit Kendaraan Roda-4 Low MPV Th 2022 / 0335.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,8,8,7,8,6,,7,7,7,7,7,4,6,6,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT Takari Kokoh Sejahtera,Jasa Sewa 13 Unit Kendaraan Truck Box PDKB 2.771 cc / 380.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,6,7,7,8,6,,5,7,7,7,7,4,4,4,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT PHB,Jasa Sewa 23 Unit Kendaraan Roda-2 Bebek Revo / 0813.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,6,7,7,8,6,,7,7,7,7,7,4,6,4,6,6,,6,7,7,8,6,6,,0,0,0,0,0
PT Graha Artha,Jasa Sewa 18 Unit Kendaraan Roda-4 Low MPV 1.499 cc / 0974.PJ,Erect Only,UID,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,8,8,7,8,6,,7,7,7,7,7,4,6,6,6,6,,6,7,7,8,6,6,,0,0,0,0,0
Kopkar Catur Manunggal Bersama,Jasa Transportasi dan Mobilisasi UPS / 0007.SPK,Erect Only,UP2D JATENG / DIY,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0
PT Arhadi Fajar Perkasa,Pekerjaan Pemeliharaan Peralatan Fasilitas Scada / 0002.PJ,Erect Only,UP2D JATENG / DIY,2023,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0,0,0,0
PT Karya Arum Gemilang,Pemeliharaan Prefentif 28 Lok / 0013.SPK,Supply Erect,UP3 SALATIGA,2023,7,7,10,10,10,0,0,0,0,0,7,10,10,10,10,10,8,8,10,10,0,0,10,10,8,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,8,0,10,7
PT Tiga Putra Abadi,Pemeliharaan Prefentif 8 Lok / 0014.SPK,Supply Erect,UP3 SALATIGA,2023,7,7,10,10,10,0,0,0,0,0,7,10,10,10,10,10,8,8,10,10,0,0,10,10,7,10,10,10,10,10,10,10,,10,10,8,10,10,10,,10,7,0,10,7
PT Prabowo Perkasa,Penataan Kabel / 0136.SPK,Supply Erect,UP3 SALATIGA,2023,7,7,10,10,10,0,0,0,0,0,7,10,10,10,10,10,8,8,10,10,0,0,10,10,7,10,10,10,10,10,10,10,,10,10,8,8,10,10,,10,10,0,10,7
PT Pamor Nugraha ,Penataan Kabel / 0177.SPK,Supply Erect,UP3 SALATIGA,2023,7,7,10,10,10,0,0,0,0,0,7,10,10,10,10,10,8,8,10,10,0,0,10,10,8,10,10,10,10,10,10,10,,10,10,8,8,10,10,,10,8,0,10,7
PT Tiga Putra Abadi ,Geser Tiang Dan Pengamanan Jaringan 10 Lok Serta Geser kWh / 0018.SPK,Supply Erect,UP3 SALATIGA,2023,7,7,10,10,10,0,0,0,0,0,7,10,10,10,10,10,8,8,10,10,0,0,10,10,7,10,10,10,10,10,10,10,,10,10,8,10,10,10,,10,7,0,10,7
PT Karya Arum Gemilang,Geser Tiang Dan Pengamanan Jaringan 21 Lok Serta Geser kWh / 0019.spk,Supply Erect,UP3 SALATIGA,2023,7,7,10,10,10,0,0,0,0,0,7,10,10,10,10,10,8,8,10,10,0,0,10,10,8,10,10,10,10,10,10,10,,10,10,8,10,10,10,,10,8,0,10,10
PT Tiga Putra Abadi,"Pembangunan dan Pemeliharaan JTM, JTR, Gardu, Kubikel & SR APP / 0007.Pj",Supply Erect,UP3 SALATIGA,2023,7,,8,10,7,0,0,0,0,0,7,7,10,10,6,10,10,8,10,10,10,0,7,10,7,10,10,10,8,8,10,10,,4,6,6,7,10,2,,7,7,0,10,10
PT Gen Wijaya Indonesia ,"Pembangunan dan Pemeliharaan JTM, JTR, Gardu, Kubikel & SR APP / 0008.Pj",Supply Erect,UP3 SALATIGA,2023,7,0,8,10,7,0,0,0,0,0,7,7,10,10,10,10,8,8,7,10,10,0,7,10,7,10,8,10,6,8,7,10,,10,10,10,8,10,10,,7,7,0,8,10
PT Bayu Teknik Wicaksono,"Pembangunan dan Pemeliharaan JTM, JTR, Gardu, Kubikel & SR APP / 0009.Pj",Supply Erect,UP3 SALATIGA,2023,7,0,8,10,7,0,0,0,0,0,7,2,10,10,6,10,6,7,,10,10,0,8,10,7,10,8,10,10,8,10,10,,10,10,10,8,6,2,,7,7,0,10,8
PT Armarin Jaya Mandiri,"Pembangunan dan Pemeliharaan JTM, JTR, Gardu, Kubikel & SR APP / 0010.Pj",Supply Erect,UP3 SALATIGA,2023,7,0,8,10,7,0,0,0,0,0,7,7,10,8,8,10,8,8,10,10,10,0,8,10,7,10,10,10,8,8,7,10,,10,10,10,8,10,10,,7,7,0,10,10
PT Harta Jaya ,"Pembangunan dan Pemeliharaan JTM, JTR, Gardu, Kubikel & SR APP / 0012.Pj",Supply Erect,UP3 SALATIGA,2023,7,0,8,10,7,0,0,0,0,0,7,7,10,6,10,10,10,5,7,10,10,0,8,10,7,10,8,10,8,8,7,10,,10,8,10,8,10,6,,7,7,0,10,10
PT Cahaya Putri Utama ,"Pembangunan dan Pemeliharaan JTM, JTR, Gardu, Kubikel & SR APP / 0013.Pj",Supply Erect,UP3 SALATIGA,2023,7,0,8,10,7,0,0,0,0,0,7,7,10,10,10,10,6,7,4,10,10,0,8,10,7,10,10,10,8,8,10,10,,10,8,10,8,10,10,,7,7,0,8,9
PT Bumi Persada Anugrah Perkasa,Pemeliharaan Prefentif Penyulang ULP / 0004.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,10,9,9,9,10,10,9,9,10,9,0,10,9,9,10,9,9,10,9,10,8,0,9,9,9,9,9,9,,9,9,0,8,9
PT Bumi Persada Anugrah Perkasa,Potong Pohon Untuk Pengamanan ROW / 0003.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,10,9,9,9,10,10,9,9,10,9,0,9,9,9,10,9,9,10,9,10,8,0,9,9,9,9,9,9,,9,9,0,8,9
PT Bumi Persada Anugrah Perkasa,Potong Pohon Untuk Pengamanan ROW / 0025.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,10,9,9,9,10,10,9,9,10,9,0,10,9,9,10,9,9,10,9,10,8,0,9,10,9,9,9,9,,9,9,0,8,9
PT Bumi Persada Anugrah Perkasa,Pemeliharaan Preventif dan Korektif TW I / 0009.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,10,9,9,9,10,10,9,9,10,9,0,9,9,9,10,9,9,10,9,10,8,0,10,9,9,9,9,9,,9,9,0,9,9
PT Anugrah Jaya Elektrika,Pemeliharaan Prefentif Penyulang / 0005.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,9,10,9,9,8,10,10,9,9,9,9,0,10,9,9,9,9,9,10,9,8,9,,9,10,10,9,9,9,9,9,9,0,8,9
PT Anugrah Jaya Elektrika,Pemeliharaan Prefentif Januari / 0026.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,10,9,10,9,10,10,9,9,9,9,0,10,10,9,9,9,9,10,9,8,9,,9,10,10,10,8,9,,9,9,0,8,9
PT Anugrah Jaya Elektrika,Pemeliharaan Prefentif dan Korektif TW I / 0014.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,10,9,10,9,10,10,9,9,9,9,0,10,9,9,9,9,9,10,9,8,9,,9,10,10,10,9,9,,9,9,0,9,9
PT Semesta Pelita Harapan ,Pemeliharaan Prefentif Januari / 0029.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,9,9,9,10,8,10,10,10,9,9,9,0,10,10,9,9,10,10,8,9,8,9,,8,10,8,8,9,9,,9,10,0,9,9
PT Semesta Pelita Harapan ,Pemeliharaan Prefentif dan Korektif TW I / 0013.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,9,9,9,9,8,10,10,10,9,9,9,0,9,8,9,9,9,10,10,9,8,9,,8,10,8,8,9,10,,9,10,0,9,9
PT Pana Kembar Santosa ,Pemeliharaan Prefentif Penyulang / 0008.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,10,9,10,9,10,10,9,9,9,9,0,10,9,9,9,9,9,10,9,8,9,,8,10,10,8,8,9,,9,9,0,9,9
PT Pana Kembar Santosa ,Pemeliharaan Prefentif Januari /  0030.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,9,9,9,10,8,10,10,10,9,9,9,0,10,10,9,9,10,10,8,9,8,9,,8,10,8,8,9,9,,9,10,0,8,9
PT Putra Limbangan Electric,Pemeliharaan Prefentif Penyulang /  0006.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,10,9,10,9,10,10,9,9,9,9,0,10,9,9,9,9,9,10,9,8,9,,8,10,10,9,8,9,,9,9,0,8,8
PT Putra Limbangan Electric,Potong Pohon Untuk Pengamanan ROW /  0002.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,10,9,10,9,10,10,9,9,9,9,0,10,9,9,9,9,9,10,9,8,9,,8,10,10,9,8,9,,9,9,0,9,9
 PT Putra Limbangan Electric,Potong Pohon Untuk Pengamanan ROW /  0027.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,9,9,9,10,8,10,10,10,9,9,9,0,10,10,9,9,10,10,8,9,8,9,,8,10,8,8,9,9,,9,10,0,8,8
PT Putra Limbangan Electric,Pemeliharaan Preventif dan Korektif /  0010.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,10,10,10,9,10,10,9,9,9,9,0,10,9,9,9,9,9,10,9,9,8,,8,10,10,9,8,9,,9,9,0,8,8
PT Windi Kembar Abadi,Potong Pohon Untuk Pengamanan ROW /  0001.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,8,9,0,0,0,0,0,8,10,10,10,9,10,9,9,9,9,9,0,10,9,9,9,9,9,10,9,10,9,,8,8,10,9,8,9,,9,9,0,8,9
PT Windi Kembar Abadi ,Pemeliharaan Preventif dan Korektif TW I /  0012.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,9,9,9,10,8,10,9,9,9,9,9,0,9,9,9,9,9,9,10,9,10,9,,8,8,9,8,9,9,,9,9,0,8,9
PT Lisna Jaya Utama,Pemeliharaan Preventif Penyulang / 0007.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,8,9,0,0,0,0,0,9,9,9,8,9,10,9,9,9,9,9,0,10,8,9,9,9,9,10,10,9,8,,8,10,9,8,9,9,,9,9,0,8,9
PT Lisna Jaya Utama,Pemeliharaan Preventif Januari / 0028.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,8,9,0,0,0,0,0,9,9,9,8,9,10,9,9,9,9,9,0,10,8,9,9,9,9,10,10,9,8,,9,10,9,8,9,9,,9,9,0,8,9
PT Lisna Jaya Utama,Pemeliharaan Preventif dan korektif TW I / 0011.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,8,9,0,0,0,0,0,9,9,9,9,9,10,9,9,9,9,9,0,10,8,9,9,9,9,10,10,9,8,,9,10,9,8,9,9,,9,9,0,8,10
PT Bumi Persada Anugrah Perkasa,Pihak ketiga PFK TW I / 0065.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,9,9,9,10,9,10,9,9,10,9,0,10,10,9,10,9,9,10,9,10,8,,10,10,9,9,9,9,,9,9,0,8,9
PT Bumi Persada Anugrah Perkasa,TW II Pemeliharaan Preventif dan Korektif / 0072.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,10,9,9,10,10,10,9,9,9,9,0,10,10,9,9,9,9,10,9,8,9,,9,10,10,10,8,9,,9,9,0,9,9
PT Anugrah Jaya Elektrika,Pihak Ketiga PFK TW I / 0068.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,9,10,9,9,8,10,10,9,10,9,9,0,10,9,9,9,9,9,10,9,8,9,,9,10,10,9,9,10,,9,9,0,8,9
PT Anugrah Jaya Elektrika,TW II Pemeliharaan Preventif dan Korektif / 0073.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,10,9,10,9,10,10,9,9,9,9,0,10,10,9,9,9,9,9,10,8,9,,9,10,10,10,8,9,,9,9,0,9,9
PT Semesta Pelita Harapan,TW II Pemeliharaan Preventif dan Korektif / 0076.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,9,9,10,9,8,10,10,9,9,9,9,0,8,8,10,9,9,9,9,9,9,10,,9,10,8,8,9,9,,9,9,0,8,8
PT Pana Kembar Santosa,TW II Pemeliharaan Preventif dan Korektif / 0077.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,10,9,10,9,10,10,9,9,9,9,0,10,9,9,9,9,9,10,9,9,8,,8,10,10,9,8,9,,9,9,0,8,8
PT Putra Limbangan Electric,Pihak Ketiga PFK TW I / 0067.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,10,9,10,9,10,10,9,9,9,9,0,10,9,9,9,9,9,9,10,9,8,,8,10,10,9,8,9,,9,9,0,8,9
PT Putra Limbangan Electric,TW II Pemeliharaan Preventif dan Korektif / 0074.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,9,9,0,0,0,0,0,8,10,9,10,9,10,10,9,9,9,9,0,10,9,9,9,9,9,10,9,8,9,,8,10,9,9,8,9,,9,9,0,8,9
PT Windi Kembar Abadi,Pihak Ketiga PFK TW I / 0066.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,8,9,0,0,0,0,0,9,9,9,8,9,10,9,9,9,9,9,0,10,8,9,9,9,9,10,10,9,8,,9,10,9,8,9,9,,9,9,0,8,9
PT Lisna Jaya Utama,TW II Pemilharaan Preventif dan Korektif / 0075.PJ,Supply Erect,UP3 CILACAP,2023,9,9,9,8,9,0,0,0,0,0,9,9,9,8,9,10,9,9,9,9,9,0,9,8,9,9,9,9,10,10,9,8,,9,10,9,8,9,9,,9,9,0,9,10
PT Anugrah Jaya Electric,KHS Dan Pemeliharaan Jaringan / 0018.P,Supply Erect,UP3 CILACAP,2023,7,7,7,10,7,0,0,0,0,0,7,10,10,10,10,10,10,8,10,10,10,0,8,10,9,10,8,10,10,8,8,8,,10,8,10,10,8,8,,7,10,0,10,10
PT Bumi Persada Anugrah Perkasa,KHS Dan Pemeliharaan Jaringan / 0017.P,Supply Erect,UP3 CILACAP,2023,7,7,7,10,7,0,0,0,0,0,7,10,10,10,10,10,10,8,10,10,10,0,8,10,10,10,8,10,9,8,8,8,,10,8,10,10,8,8,,7,10,0,7,10
PT Lisna Jaya Utama ,KHS Dan Pemeliharaan Jaringan / 0023.P,Supply Erect,UP3 CILACAP,2023,7,7,7,8,7,0,0,0,0,0,7,10,9,9,9,10,10,7,10,10,10,0,8,10,10,10,8,9,8,7,8,8,,8,8,8,8,8,7,,7,10,0,7,10
PT Putra Limbangan Electric,KHS Dan Pemeliharaan Jaringan / 0021.P,Supply Erect,UP3 CILACAP,2023,7,7,7,8,7,0,0,0,0,0,7,10,10,10,10,10,10,7,10,10,10,0,7,10,10,10,8,9,8,7,8,7,,8,8,8,8,8,7,,7,10,0,8,10
PT Tonggak Ampuh,Pengadaan Tiang beton Pratekan TW I / 0058.PJ,Supply Erect,UP3 CILACAP,2023,7,7,10,10,10,0,0,0,0,0,7,10,10,10,8,10,10,8,10,10,10,0,8,10,10,10,8,10,8,8,10,10,,8,8,8,10,8,7,,7,10,0,8,10
PT Wijaya Karya Beton,Pengadaan Tiang Beton Pratekan TW I / 0059.PJ,Supply Erect,UP3 CILACAP,2023,7,7,10,10,10,0,0,0,0,0,7,10,10,10,8,10,10,8,10,10,10,0,8,10,10,10,8,10,8,8,10,10,,8,8,8,10,8,7,,7,10,0,8,8
PT Sinarindo Wiranusa,KHS Segel Plastik Tekan / 0004.SPBJ,Supply Erect,UP3 CILACAP,2023,7,7,7,8,8,0,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,,8,9,9,8,8,9,,8,7,0,8,8
PT Tritunggal Swarna,Pengadaan Box App 1 PHS / 0016.SPK,Supply Erect,UP3 CILACAP,2023,7,7,7,8,8,0,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,,8,9,9,8,8,9,,8,7,0,8,8
PT Semesta Pelita Harapan,Penggantian APP / 051.PJ,Supply Erect,UP3 CILACAP,2023,7,7,7,8,8,0,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,,8,9,9,8,8,9,,8,7,0,8,8
PT Anugerah Jaya Elektrika ,Penggantian APP 1 Phasa & KRN 1 / 0152.PJ,Supply Erect,UP3 CILACAP,2023,7,7,7,8,8,0,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,,8,9,9,8,8,9,,8,7,0,8,8
PT Putra Limbangan Elektric,Penggantian APP 1 Phasa & KRN 1 / 0153.PJ,Supply Erect,UP3 CILACAP,2023,7,7,7,8,8,0,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,,8,9,9,8,8,9,,8,7,0,8,8
PT Lisna Jaya Utama,Penggantian APP 1 Phasa & KRN 1 / 0154.PJ,Supply Erect,UP3 CILACAP,2023,7,7,7,8,8,0,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,,8,9,9,8,8,9,,8,7,0,8,8
PT Bumi Persada Anugerah Perkasa,Penggantian APP 1 Phasa & KRN 1 / 0155.PJ,Supply Erect,UP3 CILACAP,2023,7,7,7,8,8,0,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,,8,9,9,8,8,9,,8,7,0,8,8
PT Pana kembar Santosa,Penggantian APP 1 Phasa & KRN 1 / 0156.PJ,Supply Erect,UP3 CILACAP,2023,7,7,7,8,8,0,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,,8,9,9,8,8,9,,8,7,0,8,8
PT Semesta Pelita Harapan,Penggantian APP 1 Phasa & KRN 1 / 0157.PJ,Supply Erect,UP3 CILACAP,2023,7,7,7,8,8,0,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,,8,9,9,8,8,9,,8,7,0,8,8
PT Anugrah Jaya Elektrika,Penggantian Kubikel dan CT TM / 0179.PJ,Supply Erect,UP3 CILACAP,2023,7,7,7,8,8,0,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,,8,9,9,8,8,9,,8,7,0,8,8
PT Semesta Pelita Harapan,Penggantian MPB 3 Fasa HXE-34 / 0186,Supply Erect,UP3 CILACAP,2023,7,7,7,8,8,0,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,,8,9,9,8,8,9,,8,7,0,8,8
PT Anugerah Jaya Elektrika,Penggantian APP 1 PHS / 0196.PJ,Supply Erect,UP3 CILACAP,2023,7,7,7,8,8,0,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,,8,9,9,8,8,9,,8,7,0,8,8
PT Anugerah Jaya Elektrika,Pengadaan Material Pendukung Pemeliharaan APP Pelanggan / 0222.PJ,Supply Erect,UP3 CILACAP,2023,7,7,7,8,8,0,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,,8,9,9,8,8,9,,8,7,0,8,8
PT Electra Inti Perkasa,Pengadaan MPB 3 PHS / 0330.SPK,Supply Erect,UP3 CILACAP,2023,7,7,7,8,8,0,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,,8,9,9,8,8,9,,8,7,0,9,9
