Badan Usaha,Pekerjaan,Kategori,Lokasi,Tahun,Hasil FAT,Hasil SAT,Mempunyai TTP,Mutu barang sesuai,Mengacu standar,Ketepatan waktu barang,Jumlah barang tanpa defect,After sales service,Product support,Punya COO dan COM,Kelengkapan requirements,Memenuhi persyaratan administrasi pengiriman barang,"Kerapihan packing, mobilisasi, dan demobilisasi",Kemampuan keuangan dalam pembiayaan proyek,Banyaknya claim,POST AUDIT,Ketaatan peraturan,Kemampuan dan Keaktifan PM,Organisasi proyek,Kemampuan problem solving,Overall Schedule project dan S-Curve,Kemampuan berkoordinasi,Kemampuan kerja sama,Hubungan kerja internal KSO,Penyelesaian Approval Drawing,Kelengkapan metode kerja IK SOP,Tersedia peralatan kerja sesuai,Kemampuan SDM terhadap resiko,Mempunya regu pelaksana kompeten,Mempunyai regu testing dan komisioning kompeten,Ketaatan standar konstruksi,Hasil Site Test dan Komisioning,Pekerjaan sipil/elektromekanik/steel struktur,Keamanan dan Kebersihan,Kelengkapan peralatan dan regu K3,Kemampuan mobilisasi dan demobilisasi,Ketepatan waktu kerja,Ketepatan disburse,Administrasi,Polis asuransi,Kelengkapan dokumen environment,Penyelesaian As Built Drawing final,Penyampaian dokumen,Pelayanan penyelesaian Pending Matters,Product dan sparepart support berkelanjutan
PT Semesta Pelita Harapan,Penggantian APP 1 Phasa & KRN 1 / 0157.PJ,Supply Erect,UP3 KLATEN,2022,7,7,7,8,8,8,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,0,8,9,9,8,8,9,0,8,7,0,8,8
PT Anugrah Jaya Elektrika,Penggantian Kubikel dan CT TM / 0179.PJ,Supply Erect,UP3 KLATEN,2022,7,7,7,8,8,8,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,0,8,9,9,8,8,9,0,8,7,0,8,8
PT Semesta Pelita Harapan,Penggantian MPB 3 Fasa HXE-34 / 0186,Supply Erect,UP3 KLATEN,2022,7,7,7,8,8,8,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,0,8,9,9,8,8,9,0,8,7,0,8,8
PT Anugerah Jaya Elektrika,Penggantian APP 1 PHS / 0196.PJ,Supply Erect,UP3 KLATEN,2022,7,7,7,8,8,8,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,0,8,9,9,8,8,9,0,8,7,0,8,8
PT Anugerah Jaya Elektrika,Pengadaan Material Pendukung Pemeliharaan APP Pelanggan / 0222.PJ,Supply Erect,UP3 KLATEN,2022,7,7,7,8,8,8,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,0,8,9,9,8,8,9,0,8,7,0,8,8
PT Electra Inti Perkasa,Pengadaan MPB 3 PHS / 0330.SPK,Supply Erect,UP3 KLATEN,2022,7,7,7,8,8,8,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,0,8,9,9,8,8,9,0,8,7,0,8,8
PT Mulyo Agung Solo,"KHS Upgrading JTM, Perbaikan SR Deret dan Migrasi Trafo / 0025.PJ",Supply Erect,UP3 KLATEN,2022,7,9,7,8,8,8,0,0,0,0,8,9,8,9,8,8,9,8,8,8,8,0,8,8,7,9,8,8,8,8,8,7,0,8,9,9,8,8,9,0,8,7,0,8,8
PT Putra Wahyu Elektrik,"KHS Upgrading JTM, Perbaikan SR Deret dan Migrasi Trafo / 0026.PJ",Supply Erect,UP3 KLATEN,2022,9,9,10,10,10,8,0,0,0,0,9,9,9,10,10,10,10,9,9,9,10,0,9,10,9,9,9,9,10,10,9,9,0,10,10,10,8,10,8,0,9,9,0,9,9
PT Sapto Argo Perkasa,"KHS Upgrading JTM, Perbaikan SR Deret dan Migrasi Trafo / 0027.PJ",Supply Erect,UP3 KLATEN,2022,9,9,9,8,9,9,0,0,0,0,8,9,9,10,10,10,9,8,8,8,8,0,8,8,9,8,8,8,8,8,8,9,0,9,8,9,9,10,8,0,9,9,0,9,10
PT Mulyo Agung Solo,"KHS Upgrading JTM, Perbaikan SR Deret dan Migrasi Trafo / 0025.PJ",Supply Erect,UP3 DEMAK,2022,9,9,9,10,10,10,0,0,0,0,9,10,10,10,10,10,10,10,10,10,10,0,10,10,8,9,10,10,10,10,9,9,0,10,10,10,10,10,9,0,9,8,0,10,10
PT Putra Wahyu Elektrik,"KHS Upgrading JTM, Perbaikan SR Deret dan Migrasi Trafo / 0026.PJ",Supply Erect,UP3 DEMAK,2022,9,9,10,10,10,7,0,0,0,0,9,9,10,10,10,10,10,9,9,9,10,0,9,10,9,9,9,9,10,10,9,9,0,10,10,9,7,10,8,0,9,9,0,9,9
PT Sapto Argo Perkasa,"KHS Upgrading JTM, Perbaikan SR Deret dan Migrasi Trafo / 0027.PJ",Supply Erect,UP3 DEMAK,2022,9,9,9,9,9,9,0,0,0,0,9,9,9,10,10,10,9,8,9,9,8,0,9,9,9,9,8,8,9,8,9,9,0,9,8,9,9,10,8,0,9,9,0,9,10
PT Putra Wahyu Elektrik,Pemasangan kWh Meter Exim / 0007.SPBJ,Supply Erect,UP3 DEMAK,2022,9,9,9,10,10,10,0,0,0,0,9,10,10,10,10,10,10,10,10,10,10,0,10,10,8,9,10,10,10,10,9,9,0,10,10,10,10,10,9,0,9,9,0,10,10
PT Cipta Karsa Semesta,KHS dan Perubahan Daya / 0019.PJ,Supply Erect,UP3 DEMAK,2022,9,10,7,10,7,10,0,0,0,0,7,10,10,10,10,10,8,10,7,10,7,0,10,10,7,10,7,10,10,10,10,9,0,10,6,10,10,10,10,0,7,7,0,10,10
PT Jaya Terang Mandiri,KHS dan Perubahan Daya / 0020.PJ,Supply Erect,UP3 DEMAK,2022,10,10,9,10,10,10,0,0,0,0,10,10,9,10,10,10,10,9,10,9,10,0,10,10,9,10,9,10,10,9,10,10,0,10,10,10,10,10,9,0,0,10,0,9,9
PT Mulyo Agung Solo,KHS Pasang Baru dan Perubahan Daya / 0018.PJ,Supply Erect,UP3 DEMAK,2022,10,10,8,10,10,10,0,0,0,0,10,10,10,9,10,10,10,9,10,9,10,0,10,10,9,10,9,10,10,9,10,10,0,10,10,10,10,9,10,0,0,10,0,9,9
PT Sentosa Sakti Makmur,Kontrak Rinci Pengadaan Tiang Beton / 0097.PJ,Supply Erect,UP3 KLATEN,2022,10,9,9,9,10,8,0,0,0,0,10,9,10,10,10,10,10,9,9,9,10,0,9,10,9,10,9,10,10,9,10,10,0,10,10,9,8,10,10,0,0,10,0,9,9
PT Simponi,KHS Pasang Baru dan Perubahan Daya / 0022.PJ,Supply Erect,UP3 KLATEN,2022,9,10,10,10,10,9,0,0,0,0,10,10,10,10,10,10,10,9,10,9,10,0,9,10,9,10,10,10,10,9,9,9,0,9,10,10,9,10,10,0,0,9,0,9,10
PT Sinar Abadi Sukoharjo,KHS Pasang Baru dan Perubahan Daya / 0022.PJ,Supply Erect,UP3 KLATEN,2022,10,10,8,10,10,10,0,0,0,0,10,10,10,9,10,10,10,9,10,9,10,0,10,10,9,10,9,10,10,8,10,10,0,10,10,10,10,9,10,0,0,10,0,9,9
PT Tjakrindo Mas,Kontrak Rinci Pengadaan Tiang Beton / 489.PJ,Supply Erect,UP3 KLATEN,2022,10,9,9,10,10,10,0,0,0,0,10,10,10,9,10,10,10,9,10,9,10,0,9,10,9,10,9,10,10,9,10,10,0,10,10,10,10,9,10,0,0,10,0,10,10
PT Tonggak Ampuh,Kontrak Rinci Pengadaan Tiang Beton / 0098.PJ,Supply Erect,UP3 KLATEN,2022,9,9,10,10,10,9,0,0,0,0,10,10,10,10,10,10,10,9,10,9,10,0,9,10,9,10,10,10,10,9,9,9,0,9,10,10,9,10,10,0,0,9,0,9,10
PT Wijaya Karya,Kontrak Rinci Pengadaan Tiang Beton / 0098.PJ,Supply Erect,UP3 KLATEN,2022,9,9,10,10,10,9,0,0,0,0,10,10,10,10,10,10,10,9,10,9,10,0,9,10,9,10,10,10,10,9,9,9,0,9,10,10,9,10,10,0,0,9,0,9,10
PT Cipta Karsa Semesta,KHS Pasang Baru dan Perubahan Daya / 0019.PJ,Supply Erect,UP3 KLATEN,2022,9,10,10,10,10,8,0,0,0,0,10,10,10,10,10,10,10,9,10,9,10,0,9,10,9,10,10,10,10,9,9,9,0,9,10,10,8,10,10,0,0,9,0,9,10
PT Jaya Terang Mandiri,KHS Pasang Baru dan Perubahan Daya / 0020.PJ,Supply Erect,UP3 KLATEN,2022,10,10,9,10,10,10,0,0,0,0,10,10,9,10,10,10,10,9,10,9,10,0,10,10,9,10,9,10,10,9,10,10,0,10,10,10,10,10,9,0,0,10,0,9,9
PT Mulyo Agung Solo,KHS Pasang Baru dan Perubahan Daya / 0018.PJ,Supply Erect,UP3 KLATEN,2022,10,10,8,10,10,10,0,0,0,0,10,10,10,9,10,10,10,9,10,9,10,0,10,10,9,10,9,10,10,9,10,10,0,10,10,10,10,9,10,0,0,10,0,9,9
PT Simponi,KHS Pasang Baru dan Perubahan Daya / 0022.PJ,Supply Erect,UP3 KLATEN,2022,10,10,9,9,10,8,0,0,0,0,10,9,10,10,10,10,10,9,10,9,9,0,9,10,9,10,9,10,10,9,10,10,0,10,10,9,8,10,10,0,0,10,0,9,9
PT Sinar Abadi Sukoharjo,KHS Pasang Baru dan Perubahan Daya / 0021.PJ,Supply Erect,UP3 KLATEN,2022,10,10,8,10,10,10,0,0,0,0,10,10,10,9,10,10,10,9,10,9,10,0,10,10,9,10,9,10,10,8,10,10,0,10,10,10,10,9,10,0,0,10,0,9,9
PT Tjakrindo Mas,Kontrak Rinci Pengadaan Tiang Beton / 298.SPK,Supply Erect,UP3 KLATEN,2022,10,9,9,10,10,10,0,0,0,0,10,10,10,9,10,10,10,9,10,9,10,0,9,10,9,10,9,10,10,9,10,10,0,10,10,10,10,9,10,0,0,10,0,10,10
PT Tjakrindo Mas,Kontrak Rinci Pengadaan Tiang Beton / 298.SPK,Supply Erect,UP3 KLATEN,2022,9,9,10,10,10,9,0,0,0,0,10,10,10,10,10,10,10,9,10,9,10,0,9,10,9,10,10,10,10,9,9,9,0,9,10,10,9,10,10,0,0,9,0,8,10
PT Pinus Elektrik Engineering,Perbaikan Kubikel Tegangan Menengah /0031.SPK,Supply Erect,UP3 KLATEN,2022,9,7,10,10,10,9,0,0,0,0,10,10,10,10,10,10,10,9,10,9,10,0,9,10,9,10,10,10,10,9,9,9,0,9,10,10,9,10,10,0,0,9,0,9,10
PT Arhadi Fajar Perkasa Konsorsium,Perbaikan Kubikel Tegangan Menengah / 0039.SPK,Supply Erect,UP3 KLATEN,2022,7,7,7,7,7,7,0,0,0,0,7,8,7,8,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0,7,7,0,7,7
PT Indocare Pacifik,Pemeliharaan Sarana Rutin Sewa Pengharum Ruangan / 0055.SPK,Supply Erect,UP3 KLATEN,2022,7,7,7,7,7,7,0,0,0,0,7,8,7,8,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,8,7,7,7,7,0,7,7
PT Media Makmur Abadi,Penataan Material Return & Pengadaan Material Perlengkapan / 0064.SPK,Supply Erect,UP3 MAGELANG,2022,7,7,7,7,7,7,0,0,0,0,8,8,8,8,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,8,7,7,7,7,0,7,7
PT Wismatata Eltra Perkasa,Pemeliharaan Preventif Trafo Dis. 1 Phasa / 0001.SPBJ,Supply Erect,UP3 MAGELANG,2022,7,7,7,7,7,7,0,0,0,0,7,8,7,8,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,0,7,7
PT Movas Abadi,Jasa Perbaikan Peralatan Uji CT dan Relay / 0146.SPK,Supply Erect,UP3 MAGELANG,2022,7,7,7,7,7,7,0,0,0,0,7,8,7,8,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,7,7,7,0,7,7
PT Sinar Jaya Elektrindo,Pengadaan Material Aksesoris / 0147.SPK,Supply Erect,UP3 MAGELANG,2022,7,7,7,7,7,8,0,0,0,0,7,8,7,8,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,7,7,7,7
PT Citra Contrac,Pelaksanaan Jasa P2TL / 0155.PJ,Supply Erect,UP3 MAGELANG,2022,7,7,7,7,7,7,0,0,0,0,7,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
PT Aldo Jaya Perkasa,Pekerjaan Barang dan Jasa Jaringan Dis. / 0096.PJ,Supply Erect,UP3 MAGELANG,2022,7,10,7,7,7,7,0,0,0,0,7,8,7,8,7,7,7,7,8,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
PT Askana jaya Santoso,Pekerjaan Barang dan Jasa Jaringan Dis. / 0095.PJ,Supply Erect,UP3 MAGELANG,2022,10,10,10,10,10,9,0,0,0,0,7,10,10,10,10,10,8,8,10,9,0,0,8,7,8,10,8,10,10,10,10,10,0,10,10,9,9,10,10,0,0,8,0,10,10
PT Harta Jaya,Pekerjaan Barang Jasa Jaringan Dis. / 0094.SPK,Supply Erect,UP3 MAGELANG,2022,10,10,10,10,10,9,0,0,0,0,8,10,10,10,10,10,8,10,10,10,0,0,10,8,9,10,8,10,10,10,10,10,0,10,10,9,9,10,10,0,0,9,0,10,10
PT Harta Jaya,Pengadaan Area Parkir SPKLU / 0004.SPK,Supply Erect,UP3 PEKALONGAN,2022,10,10,10,10,10,8,0,0,0,0,7,10,10,10,10,10,8,10,10,10,0,0,10,7,8,10,8,10,10,10,10,10,0,10,10,9,8,10,10,0,0,8,0,10,10
PT Harta Jaya,Pembangunan Lantai Beton Gudang Trafo / 0159.PJ,Supply Erect,UP3 PEKALONGAN,2022,6,10,7,10,10,8,0,0,0,0,7,6,10,10,10,10,10,0,10,10,0,0,10,7,7,10,10,0,8,8,10,10,0,10,10,8,8,10,10,0,7,7,0,10,10
PT Powerindo Karya,Pengadaan Pembangunan Shelter SPKLU / 0005.SPK,Supply Erect,UP3 PEKALONGAN,2022,6,10,7,10,10,8,0,0,0,0,7,6,10,10,10,10,10,0,10,10,0,0,10,7,7,10,10,0,8,8,10,10,0,10,10,8,8,10,10,0,7,7,0,10,10
PT Kharisma Dua Putri,KHS Pekerjaan Investasi Program Peningkatan Keandalan Jar. / 0011.PJ,Supply Erect,UP3 PEKALONGAN,2022,0,,7,10,10,10,0,0,0,0,7,10,10,10,10,10,10,0,10,10,0,0,10,7,7,10,10,0,10,10,10,10,0,10,10,10,10,10,10,0,7,7,0,10,10
PT Pamor Nugraha,KHS Pekerjaan Investasi Program Peningkatan Keandalan Jar. / 0013.PJ,Supply Erect,UP3 PEKALONGAN,2022,7,,7,10,7,8,0,0,0,0,7,10,9,9,9,9,8,7,8,8,9,0,8,10,7,10,7,8,8,8,6,0,0,8,9,10,8,9,10,0,7,7,0,8,10
PT Suryo Condro Kartio,KHS Pekerjaan Investasi Program Peningkatan Keandalan Jar. / 0014.PJ,Supply Erect,UP3 PEKALONGAN,2022,7,,7,10,7,8,0,0,0,0,7,10,10,9,9,10,9,8,9,8,9,0,8,10,7,9,9,9,9,9,10,0,0,8,10,9,8,8,10,0,7,7,0,9,10
PT Wahana Abadi,KHS Pekerjaan Investasi Program Peningkatan Keandalan Jar. / 0015.PJ,Supply Erect,UP3 PEKALONGAN,2022,7,,7,9,7,8,0,0,0,0,7,10,10,10,10,10,10,8,9,8,9,0,8,10,7,9,9,9,9,9,10,0,0,8,10,9,8,8,10,0,7,7,0,10,10
PT Kharisma Dua Putri,KHS Pekerjaan Investasi Program Peningkatan Keandalan Jar. / 0011.PJ,Supply Erect,UP3 PEKALONGAN,2022,7,,7,10,7,8,0,0,0,0,7,10,10,9,9,10,9,8,9,8,9,0,8,10,7,8,9,8,9,9,10,0,0,8,10,9,8,8,10,0,7,7,0,9,10
PT Pamor Nugraha,KHS Pekerjaan Investasi Program Peningkatan Keandalan Jar. / 0013.PJ,Supply Erect,UP3 PEKALONGAN,2022,7,,7,10,7,8,0,0,0,0,7,10,9,9,9,9,8,7,8,8,9,0,8,10,7,9,7,8,8,8,6,0,0,8,9,10,8,9,10,0,7,7,0,8,10
PT Suryo Condro Kartiko,KHS Pekerjaan Investasi Program Peningkatan Keandalan Jar. / 0014.PJ,Supply Erect,UP3 PEKALONGAN,2022,7,,7,10,7,9,0,0,0,0,7,10,10,9,9,10,9,8,9,9,9,0,8,10,7,9,9,9,9,9,10,0,0,8,10,9,9,8,10,0,7,7,0,9,10
PT Wahana Abadi,KHS Pekerjaan Investasi Program Peningkatan Keandalan Jar. / 0015.PJ,Supply Erect,UP3 PURWOKERTO,2022,7,,7,9,7,9,0,0,0,0,7,10,10,10,10,10,10,8,9,9,9,0,8,10,8,9,9,9,9,9,10,0,0,8,10,9,9,8,10,0,7,7,0,10,10
PT Wahana Abadi,KHS Pemborongan Perluasan jaringan / 046.PJ,Supply Erect,UP3 PURWOKERTO,2022,7,,7,10,7,8,0,0,0,0,8,10,10,9,9,10,9,8,9,8,9,0,8,10,7,8,9,8,9,9,10,0,0,8,10,9,8,8,10,0,7,8,0,9,10
PT Wahana Abadi,KHS Pemborongan Perluasan Jaringan / 046.PJ,Supply Erect,UP3 PURWOKERTO,2022,7,,7,0,10,10,0,0,0,0,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,0,7,10,0,10,10
PT Cahaya Mulya Putra Tidar,KHS Pemborongan Perluasan Jaringan / 047.PJ,Supply Erect,UP3 PURWOKERTO,2022,7,,7,0,10,10,0,0,0,0,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,0,7,10,0,10,10
PT Kharisma Dua Putri,KHS Pemborongan Perluasan Jaringan / 048.PJ,Supply Erect,UP3 PURWOKERTO,2022,7,,7,0,7,10,0,0,0,0,7,7,0,10,10,8,8,8,10,10,6,0,10,10,7,10,8,10,8,8,8,0,0,10,8,8,10,8,8,0,7,7,0,10,10
PT Suryo Condro Kartiko,KHS Pemborongan Perluasan Jaringan / 049.PJ,Supply Erect,UP3 PURWOKERTO,2022,7,,7,0,7,10,0,0,0,0,7,7,0,10,10,8,8,8,10,10,6,0,10,10,7,10,8,10,8,8,8,0,0,10,8,8,10,8,8,0,7,7,0,10,10
PT Pamor Nugraha,KHS Pemborongan Perluasan Jaringan / 050.PJ,Supply Erect,UP3 PURWOKERTO,2022,7,,7,0,10,10,0,0,0,0,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,0,7,10,0,10,10
PT Dwi Perkasa Putri,KHS Pemborongan Perluasan Jaringan / 051.PJ,Supply Erect,UP3 PURWOKERTO,2022,7,,7,0,10,10,0,0,0,0,10,10,0,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,0,7,10,0,10,10
PT Sinar Sugan Sejahtera,Rekondisi Kubikel 20 kV Pelanggan TM / 0517.SPK,Supply Erect,UP3 PURWOKERTO,2022,7,10,7,0,7,10,0,0,0,0,7,7,0,10,10,8,8,8,10,10,6,0,10,10,7,10,8,10,8,8,8,0,0,8,8,8,10,8,8,0,7,7,0,10,10
"PT Wijaya Karya Beton, Tbk",Pengadaan Tiang Beton Terpasang / 0014.SPK,Supply Erect,UP3 PURWOKERTO,2022,7,9,10,10,10,10,0,0,0,0,7,7,0,10,10,8,10,10,10,10,7,0,10,7,7,10,10,10,10,10,8,10,0,8,8,8,10,8,8,0,7,7,0,10,10
PT Tonggak Ampuh,Pengadaan Tiang Beton Terpasang / 0015.SPK,Supply Erect,UP3 PURWOKERTO,2022,9,9,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,10,0,10,7,10,10,10,10,10,10,10,9,0,10,10,8,7,10,10,0,7,10,0,8,10
PT Wijaya karya Beton,Pengadaan Tiang Beton Terpasang / 0095.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,10,0,10,7,10,10,10,10,10,10,10,9,0,10,10,8,7,10,10,0,7,10,0,8,10
PT Tonggak Ampuh,Pengadaan Tiang Beton Terpasang / 0096.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,10,0,10,7,10,10,10,10,10,10,10,9,0,10,10,8,7,10,10,0,7,10,0,8,10
"PT Wijaya Karya Beton, Tbk",Pengadaan Tiang Beton Terpasang / 0229.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,10,0,10,7,10,10,10,10,10,10,10,9,0,10,10,8,7,10,10,0,7,10,0,8,10
"PT Wijaya Karya Beton, Tbk",Pengadaan Tiang Beton Terpasang / 0308.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,10,0,10,7,10,10,10,10,10,10,10,9,0,10,10,8,7,10,10,0,7,10,0,8,10
PT Tonggak Ampuh,Pengadaan Tiang Beton Terpasang / 0327.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,10,0,10,7,10,10,10,10,10,10,10,9,0,10,10,8,7,10,10,0,7,10,0,8,10
PT Wijaya Karya Beton Tbk,Pengadaan Tiang Beton Terpasang / 0551.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,10,0,10,7,10,10,10,10,10,10,10,9,0,10,10,8,7,10,10,0,7,10,0,8,10
PT Wijaya Karya Beton Tbk,Pengadaan Tiang Beton Terpasang / 0591.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,10,0,10,7,10,10,10,10,10,10,10,9,0,10,10,8,7,10,10,0,7,10,0,8,10
PT Tjakrindo Mas,Pengadaan Tiang Beton Terpasang / 0138.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,10,0,10,7,10,10,10,10,10,10,10,9,0,10,10,8,7,10,10,0,7,10,0,8,10
PT Jaya Beton Indonesia,Pengadaan Tiang Beton Terpasang / 0204.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,8,0,0,0,0,10,10,10,10,10,10,10,7,10,10,7,0,8,7,7,0,10,10,10,10,10,9,0,10,10,10,8,10,10,0,7,10,0,10,10
PT Jaya Beton Indonesia,Pengadaan Tiang Beton Terpasang / 0552.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,8,0,0,0,0,10,10,10,10,10,10,10,7,10,10,7,0,8,7,7,0,10,10,10,10,10,9,0,10,10,10,8,10,10,0,7,10,0,10,10
PT Jaya Beton Indonesia,Pengadaan Tiang Beton Terpasang / 0592.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,8,0,0,0,0,10,10,10,10,10,10,10,7,10,10,7,0,8,7,7,0,10,10,10,10,10,9,0,10,10,10,8,10,10,0,7,10,0,10,10
PT Jaya Beton Indonesia,Pengadaan Tiang Beton Terpasang / 0664.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,8,0,0,0,0,10,10,10,10,10,10,10,7,10,10,7,0,8,7,7,0,10,10,10,10,10,9,0,10,10,10,8,10,10,0,7,10,0,10,10
PT Wijaya Karya Beton Tbk,Pengadaan Tiang Beton Terpasang / 0671.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,7,0,8,7,7,0,10,10,10,10,10,9,0,10,10,10,7,10,10,0,7,10,0,10,10
PT Uniamp Gridatama Listrindo,Pembangunan Feeder Baru / 0573.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,7,0,8,7,7,0,10,10,10,10,10,9,0,10,10,10,7,10,10,0,7,10,0,10,10
PT Jaya Beton Indonesia,Pengadaan Tiang Beton Terpasang / 0292.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,7,0,8,7,7,0,10,10,10,10,10,9,0,10,10,10,7,10,10,0,7,10,0,10,10
PT Tonggak Ampuh,Pengadaan Tiang Beton Terpasang / 0293.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,7,0,8,7,7,0,10,10,10,10,10,9,0,10,10,10,7,10,10,0,7,10,0,10,10
PT Uniamp Gridatama Listrindo,Pengadaan Kabel Tegangan Menengah / 0586.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,7,0,8,7,7,0,10,10,10,10,10,9,0,10,10,10,7,10,10,0,7,10,0,10,10
PT Powerindo Karya Perkasa,Pembangunan Ruang Tunggu SPKLU / 0723.SPK,Supply Erect,UP3 SEMARANG,2022,9,7,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,7,0,8,7,7,0,10,10,10,10,10,9,0,10,10,10,7,10,10,0,7,10,0,10,10
PT Jaya Beton Indonesia,Pengadaan Tiang Beton Terpasang / 0187.SPK,Supply Erect,UP3 SEMARANG,2022,7,9,7,10,10,7,0,0,0,0,7,7,10,10,10,10,10,7,10,10,7,0,8,7,10,10,10,10,10,10,10,7,0,10,10,10,7,10,10,0,10,10,0,10,10
PT Uniamp Gridatama Listrindo,Pengadaan Kabel Tegangan Menengah / 0227.SPK,Supply Erect,UP3 SEMARANG,2022,9,9,9,10,10,10,0,0,0,0,10,10,10,10,10,10,10,7,10,10,7,0,8,7,7,0,10,10,10,10,10,9,0,10,10,10,10,10,10,0,7,10,0,10,10
PT Wijaya Karya Beton,Pengadaan Tiang Beton C18-800 daN+E / 0003.SPK,Supply Erect,UP3 SEMARANG,2022,9,10,9,10,10,7,0,0,0,0,10,10,10,10,10,10,10,7,10,10,7,0,8,7,7,0,10,10,10,10,10,9,0,10,10,10,7,10,10,0,7,10,0,10,10
PT Agro Teknik Multiguna,KHS Pekerjaan Pembangunan / 0078.PJ,Supply Erect,UP3 SEMARANG,2022,10,7,10,10,10,10,0,0,0,0,10,10,10,10,10,10,8,8,10,10,10,0,10,10,7,10,10,10,8,8,10,10,0,10,10,10,10,10,8,0,7,10,0,10,10
PT Anda Jaya Pradana,KHS Pekerjaan Pembangunan Pemeliharaan / 0077.PJ,Supply Erect,UP3 SEMARANG,2022,7,7,7,10,10,7,0,0,0,0,7,10,10,10,10,10,6,7,10,10,7,0,7,7,10,10,7,10,6,6,10,7,0,10,10,8,7,8,10,0,7,10,0,10,10
PT Maxima Daya Indonesia,Pekerjaan Retrofit Trafo 3 Phasa / 0072.SPK,Supply Erect,UP3 SUKOHARJO,2022,7,7,7,10,10,7,0,0,0,0,7,10,10,10,10,10,6,7,10,10,7,0,10,7,10,10,10,10,10,8,10,7,0,10,10,8,7,8,10,0,7,10,0,10,10
